Industry  Industry name,Variance  Full Year Net Profit Variance,Equity  Latest Equity,Face Value  Latest Face Value,Reserves  Total Reserve,Dividend  Full Year Dividend %,Sales Turnover  Full Year Net Sales,Net Profit  Full Year Net Profit,Full Year CPS  Full Year Cash Per Share,Earning Per Share  Full Year Earning Per Share,Quarter CPS  Latest quarter Cash Per Share,Latest Quarter Date  Latest Quarter Yrc,Latest Quarter Sales  Latest Quarter Net Sales,Previous EPS  Previous earnings per share,Book Value  Book value,Networth  Full Year Return on Networth,Price/Book Value  Price to Book value,Yearly PE ratio  Full Year Price to Earning per share,Yearly PC ratio  Full Year Price to Cash Per Share,Bse value  BSE Value in lakhs,Nse value  NSE Value in lakhs,High  52 week high,Low  52 week low,Price  NSE Current market price,CPM  Current market price,Market cap  BSE / NSE Market Cap,Net profit  Latest Quarter Net Profit,Net profit variance  Latest Quarter Net Profit variance,Result year  Trailing latest month,TTM Sales  Trailing Twelve 12 month Net Sales,TTM OP  Trailing Twelve 12 month Operating  Profit,TTM OPM  Trailing Twelve 12 month Operating  Profit  Margin,TTM GP  Trailing Twelve 12 month Gross  Profit,TTM GPM  Trailing Twelve 12 month Gross  Profit Margin,TTM NP  Trailing Twelve 12 month Net Profit,TTM NPV  Trailing Twelve 12 month Net Profit  Variane,TTM EPS  Trailing Twelve 12 month EPS,TTM PE  Trailing Twelve 12 month PE,TTM CPS  Trailing Twelve 12 month CPS,Month CPS  Month Cash Per Share,TTM Depreciation  Trailing Twelve 12 month  Depreciation,Equity  Latest Equity,LTP  Latest Price (BSE/NSE),Gross block  Latest Gross Block,Loans  Total loans,Advances  Latest Advances for Banks,Net profit asset  Latest Assets,Year OPM  Full Year Operating Profit Margin,Year GPM  Full Year Gross Profit Margin,Quarter OPM  Latest quater Operation Profit Margin,stock name
Finance,-26,146.71,10,736.2,0,1179.47,27.78,5.3,1.9,0,1-Jun-21,384.11,0,60.2,8.78,1.561462,49.6,17.8,12.63,168.45,109,36,94,94,1382,23.59,453,1-Jun-21,1069.71,140.91,13.17,176.58,13.61,-18.41,-37.94,0.74,127.3,0,0,48.01,146.71,94,1475.03,31.34,0,0,15.1,11.1,22.8,MAXVIL
Plastic products,9,22.29,5,600.92,0,512.71,86.32,23.5,19.4,0,1-Jun-21,118.15,0,139.8,14.95,3.41917,24.7,20.3,38.32,177.93,546,228,478,478,2131.48,14,14989,1-Jun-21,434.38,91.07,20.97,157.06,26.53,68.18,47.81,23.25,20.57,0,0,18.09,22.29,478,285.29,21.04,0,0,23.7,26.9,14.9,MAYURUNIQ
Capital Goods-Non Electrical Equipment,-2,4.01,10,143.42,110,152.42,16.34,48.9,40.7,0,1-Jun-21,26.25,0,367.7,11.69,1.642643,14.8,12.3,3.83,66.75,754,378,602,604,241.84,3.42,100,1-Jun-21,154.86,25.13,16.23,27.37,17.67,18.05,12,45.01,13.42,0,0,3.2,4.01,604,62.3,0.81,0,0,15.6,16.6,16.3,MAZDA
Fertilizers,36,21.91,10,127.45,5,185.71,20.24,13.5,9.2,8.1,1-Jun-21,67.32,0,68.2,12.01,2.947214,21.9,14.9,0,172.36,227,57,201,0,440.76,8.29,40,1-Jun-21,203.51,45.88,22.54,42.04,20.66,22.59,30,10.31,19.49,0,0,10.14,21.91,201,130.97,2.93,0,0,22.4,20.4,23.6,MBAPL
Engineering,89,211.57,10,-246.02,0,501.52,-42.29,-1.2,-2,0,1-Jun-21,91.16,0,-1.6,0,-3.75,-3,-4.9,1.52,6.42,13,4,6,6,126.94,-15.65,48,1-Jun-21,507.3,-288.66,-56.9,-14.75,-3.03,-354.24,92.75,0,0,0,0,18.58,211.57,6,414.63,240.43,0,0,-2.3,-5.4,-7,MBECL
Construction,377,104.75,10,715.34,0,202.83,53.92,14.3,5.1,0,1-Jun-21,31.73,0,78.3,5.04,0.255428,3.9,1.4,2.22,17.23,30,7,20,20,210.03,0.12,-91,1-Jun-21,200.33,-61.83,-30.86,79.46,37.46,30.01,468.32,5.03,3.99,0,0,59.47,104.75,20,1065.31,0.28,0,0,-7.5,35,-33.9,MBLINFRA
Finance,83,13.99,10,768.97,0,2.47,-1.14,0,0,0,1-Jun-21,0,0,559.7,-0.94,0.067894,0,0,9.04,55.43,71,21,38,38,52.53,-0.07,92,1-Jun-21,1.8,0.41,22.78,-0.37,-20.56,-0.37,96,0,0,0,0,0,13.99,38,0.01,5.96,0,0,-4,-45.7,0,MCDHOLDING
Alcoholic Beverages,-32,145.33,2,4094.2,0,8131.3,415.18,9.8,5.7,0,1-Jun-21,1721.7,0,58.3,5.74,12.915952,131.8,76.6,1559.16,39618.24,777,494,753,753,54697.73,96.47,158,1-Jun-21,7806,794.9,10.18,1182.3,13.4,238.71,161.86,9.82,76.65,0,0,294.3,145.33,753,3019.1,1036.8,0,0,11.7,10.3,8.3,MCDOWELL-N
Mining & Mineral products,0,13.57,5,33.08,0,383.35,4.39,2.6,1.6,1.4,1-Jun-21,111.62,0,17.2,16.11,2.325581,24.7,15.3,0,13.29,116,34,40,0,107.35,1.22,281,1-Jun-21,466.69,9.64,2.07,10,2.14,5.29,88,1.95,20.52,0,0,2.83,13.57,40,18.89,1.34,0,0,2.4,2.2,1.4,MCL
Plantation & Plantation Products,72,52.23,5,1461,0,1438.44,-52.39,3.6,-5,0,1-Jun-21,218.98,0,144.9,-11.72,0.186335,-5.4,7.4,370.67,1927.99,43,15,27,27,280.99,-67.03,26,1-Jun-21,1273.24,164.51,12.92,36.54,2.5,-32.34,86.3,0,0,0,0,90.91,52.23,27,1877.38,400.15,0,0,13.6,0.7,-3.7,MCLEODRUSS
Miscellaneous,2,51,10,1367.23,276,390.56,183.2,40.2,35.9,0,1-Jun-21,87.6,0,278.1,13.19,5.728155,44.3,39.6,1150.63,33998.29,1875,1435,1593,1593,8124.3,39.8,-29,1-Jun-21,387.24,172.04,44.43,270.61,66.79,236.05,-16.31,40.9,38.95,0,0,19.92,51,1593,273.51,0,0,0,47.4,73.9,42,MCX
IT - Software,161,73.77,10,69.65,0,59.4,1.85,0.7,0.3,0,1-Jun-21,12.65,0,19.4,1.63,0.927835,71.9,24.2,57.3,71.61,18,6,18,18,129.47,1.64,114,1-Jun-21,60.74,4.96,8.17,5.97,10.2,1.07,495.82,0.37,47.43,0,0,4,73.77,18,400.36,0.92,0,0,6.9,9.2,-1.8,MEGASOFT
IT - Software,56,14.28,10,-17.78,0,11.13,-3,0,0,0,1-Dec-20,0.53,0,-2.5,0,-1.2,0,0,0,0.15,4,2,3,3,3.84,-0.21,28,1-Dec-20,4.41,-0.95,-21.54,-0.78,-17.69,-0.79,89,0,0,0,0,0,14.28,3,1.38,2.97,0,0,-25.1,-26.9,-39.6,MELSTAR
Auto Ancillaries,31,5.6,1,93.09,150,149.47,18.8,4.7,3.4,0,1-Jun-21,46.21,0,17.6,20.12,4.318182,22.4,16.2,5.28,34.07,88,38,76,76,425.9,6.57,210,1-Jun-21,174.4,39.84,22.84,38.13,21.86,23.25,97,4.15,18.31,0,0,7.57,5.6,76,151.23,0.11,0,0,23.1,21.6,22.2,MENONBE
Infrastructure Developers & Operators,87,183.45,10,-78.87,0,1123.19,-33.12,12,-1.8,0,1-Jun-21,276.76,0,5.7,0,3.684211,-11.6,1.8,3.85,21.2,28,12,21,21,390.74,5.44,160,1-Jun-21,1459.78,345.78,23.69,283.72,24,-165.03,100.45,0.03,0,0,0,399.81,183.45,21,3984.75,598.36,0,0,35.2,19.4,51.1,MEP
Shipping,39,30.25,1,-1399.3,0,373.78,-330.03,-9.6,-10.9,0,1-Jun-21,0,0,-45.3,0,-0.04415,-0.2,-0.2,3.58,17.88,4,1,2,2,48.09,-17.86,74,1-Jun-21,563.37,-97.56,-17.32,-232.46,-89.7,-83.8,19.2,0,0,0,0,117.57,30.25,2,721.22,138.59,0,0,-3.4,-70.8,0,MERCATOR
"Castings, Forgings & Fastners",7,43.55,10,-1368.8,0,188.28,-270.52,0,0,0,1-Dec-20,59.68,0,-304.3,0,-0.016431,0,0,0.27,0.28,9,4,5,5,22.65,-61,14,1-Dec-20,147.38,-18.34,-12.44,-19.32,-13.11,-271.84,-1,0,0,0,0,252.52,43.55,5,3487.68,0,0,0,-8.2,-8.9,3.9,METALFORGE
Healthcare,27,10.23,2,696.38,400,997.99,182.56,44.7,35.7,0,1-Jun-21,326.76,0,138.1,29.81,20.521361,79.4,63.5,117.61,2817.74,3230,1687,2836,2834,14502.89,63.33,2084,1-Jun-21,861.31,200.27,23.25,393.27,33.28,125.83,124.39,47.59,59.56,0,0,42.6,10.23,2834,438.35,112.27,0,0,29,29.1,31.3,METROPOLIS
Finance,193,69.02,2,3273.94,0,31274.52,425.5,12.5,12.3,0,1-Jun-21,5942.05,0,96.9,15.79,11.011352,86.5,85.5,523.18,9171.87,1148,567,1067,1067,36827.2,21.19,-84,1-Jun-21,22154.2,552.61,2.49,531.95,1.68,256.37,30.39,9.15,116.62,0,0,12.44,69.02,1067,656.43,3.46,0,0,1.9,1.9,1.4,MFSL
Edible Oil,42,25.09,10,41.62,10,907.78,5.29,3,2.1,0.8,1-Jun-21,243.22,0,26.6,8.29,1.879699,24,17,0,8.09,67,35,50,0,126.18,-0.15,0,1-Jun-21,944.29,5.11,0.54,6.41,0.68,3.2,-50,1.28,39.2,0,0,2.14,25.09,50,9.21,5.87,0,0,0.9,1,0.2,MGEL
Gas Distribution,-22,98.78,10,3133.59,230,2152.53,619.57,80.3,62.7,38.2,1-Jun-21,615.49,0,327.2,29.66,3.584963,18.7,14.6,140.42,3335.58,1284,780,1173,1173,11591.08,204.08,351,1-Jun-21,2506.27,1157.95,46.2,1225.2,48.89,778.4,16,78.8,14.89,0,0,176.68,98.78,1173,2598.7,66.61,0,0,43.4,46.8,49.4,MGL
Hotels & Restaurants,85,133.63,10,-871.11,0,1729.96,-19.83,18.3,-1.5,0,1-Jun-21,370.88,0,-55.2,2.81,-6.086957,-226.4,18.4,259.33,2744.72,345,160,336,336,4492.1,-21.43,22,1-Jun-21,1980.27,304.33,15.37,284.27,15.73,-162.71,95.8,0,0,0,0,256.74,133.63,336,5297.94,2309.84,0,0,13.9,15.4,7.5,MHRIL
Steel,5,187.34,10,883.79,28,804.35,166.42,10.3,8.9,0,1-Jun-21,112.95,0,57.2,17.65,3.269231,21.1,18.1,37.6,536.1,231,173,187,187,3493.89,18.69,2083,1-Jun-21,712.88,-36.44,-5.11,278.79,34.68,158.02,38.68,9.93,18.78,0,0,26.11,187.34,187,540.98,100.18,0,0,30.5,31.5,22.6,MIDHANI
Auto Ancillaries,127,47.82,2,1095,32,2354.5,52.8,6.1,2.2,0,1-Jun-21,558.63,0,47.8,5,2.719665,58.9,21.2,123.76,1115.36,148,65,130,130,3099.66,7.11,120,1-Jun-21,2041.87,-162.85,-7.98,235.25,8.56,25.55,137.17,3.99,32.49,0,0,97.11,47.82,130,940.5,81.1,0,0,7,7.5,5.5,MINDACORP
Auto Ancillaries,19,57.12,2,2900.22,43,6373.74,205.01,20.3,7.2,0,1-Jun-21,1602.55,0,103.5,10.89,6.618357,95.4,33.7,239.21,5053.04,833,302,684,685,19556.43,15.42,111,1-Jun-21,4547.96,415.23,9.13,916.79,12.5,20.75,1825.58,12.28,55.76,0,0,305.98,57.12,685,4007.45,358.52,0,0,11.4,11,9.2,MINDAIND
IT - Software,291,25.64,10,112.89,0,286.72,10.86,6.7,4.2,0,1-Jun-21,73.42,0,54,7.8,1.777778,22.7,14.3,7.28,42.92,134,26,96,96,246.14,4.21,152,1-Jun-21,280.96,-52.27,-18.6,41.81,14.34,0.78,533.07,5.23,18.36,0,0,7.13,25.64,96,50.82,7.93,0,0,6.8,7.9,6.4,MINDTECK
IT - Software,76,164.77,10,4498.3,250,7967.8,1110.5,83.1,67.4,0,1-Jun-21,2291.7,0,283,29.71,13.335689,56,45.4,2264.83,43754.18,3809,1134,3773,3774,62183.61,343.4,61,1-Jun-21,7850.6,1342.3,17.1,1931.9,23.13,869.9,65.19,75.31,50.11,0,0,254.4,164.77,3774,2790.4,537.7,0,0,20.8,22.1,20.3,MINDTREE
Consumer Durables,0,23.1,1,200.39,0,765.84,1.88,0.4,0.1,0,1-Jun-21,174.22,0,9.7,0,1.649485,0,0,9.66,26.7,26,7,16,16,363.75,-6.81,37,1-Jun-21,845.52,18.59,2.2,12.68,1.5,5.81,0,0.25,0,0,0,6.87,23.1,16,348.21,0,0,0,1.8,1.1,-1,MIRCELECTR
Leather,-83,24.06,2,614.14,0,1048.93,8.33,6.2,0.7,0,1-Jun-21,251.77,0,53,8.25,1.09434,83.7,9.3,25.11,151.69,69,43,58,58,692.36,11.55,150,1-Jun-21,1002.03,124.17,12.39,119.73,9.83,11.69,186.58,3.56,16.17,0,0,62.01,24.06,58,688.73,45.96,0,0,11.3,7.5,14.2,MIRZAINT
Miscellaneous,0,13.42,10,88.06,2,31.56,-2.11,0,0,0,,0,0.3,75.6,-2.06,0.714286,0,0,0,52.75,64,33,54,0,73.08,0.36,-84,1-Mar-21,31.56,-4.23,-13.4,-1.65,-5.2,-2.11,0,0,0,0,0,1.15,13.42,54,43.97,0,0,0,-13.4,-5.2,0,MITCON
Textiles,-83,11.75,10,1.91,0,53.22,0.26,0.3,0.2,0.1,1-Jun-21,6.42,0,11.6,1.93,0.948276,0,0,0,2.85,37,8,11,0,13.04,0.03,0,1-Jun-21,55.07,0.79,1.43,0.41,0.74,0.26,-80,0.22,0,0,0,0.08,11.75,11,0.17,6.56,0,0,1.6,0.8,1.2,MITTAL
"Castings, Forgings & Fastners",8,24.14,10,463.02,50,782.59,45.22,43.9,17.7,0,1-Jun-21,241.74,0,201.8,9.56,3.82557,43.6,17.6,7.91,164.52,807,256,775,772,1862.46,22.9,387,1-Jun-21,584.76,89.05,15.23,157.97,17.6,11.82,300.78,34.41,22.42,0,0,60.39,24.14,772,1278.99,22.19,0,0,16.3,14.8,18.7,MMFL
Non Ferrous Metals,-18,25.4,10,169.76,10,230.73,15.78,8,6.2,3.7,1-Jun-21,86.13,0,76.8,11.37,1.992188,24.7,19.2,0,29.01,196,68,153,0,389.55,4.8,229,1-Jun-21,280.98,30.87,10.99,30.02,10.68,19.12,27,7.53,20.33,0,0,4.83,25.4,153,94.75,5.15,0,0,11.3,11,9.5,MMP
Trading,-298,150,1,605.26,0,26304.71,-229.57,-1.5,-1.5,0,1-Dec-20,11514.36,0,5,-21.07,9.2,-30.1,-30.9,62.67,727.72,64,16,46,46,6915,-32.66,-380,1-Dec-20,21503.71,-269.56,-1.25,-480.35,-1.94,-302.82,-2519.86,0,0,0,0,6.86,150,46,79.75,3268.47,0,0,-0.6,-1,-0.1,MMTC
Tyres,2,25.04,10,391.31,0,5.24,3.91,2.9,1.6,0,1-Dec-19,1.25,0,166.3,0.95,0.180397,19.2,10.4,0.03,0.08,51,27,32,30,74.87,-1.2,-509,1-Mar-19,5.24,-32.98,-629.71,16.45,314.07,3.91,1.94,1.56,19.17,0,0,3.34,25.04,30,37.18,2.5,0,0,-304.5,314.1,-353.9,MODIRUBBER
Textiles,1397,14.16,10,39.4,0,149.51,0.63,2.2,0.4,0,1-Jun-21,40.57,0,37.8,0.73,0.31746,26.9,5.5,0.01,0.93,22,3,13,12,17.28,-0.19,94,1-Jun-21,133.9,3.44,2.57,6.3,3.6,-3.22,208.96,2.38,5.13,0,0,2.7,14.16,12,68.27,10.52,0,0,4.9,2.3,1.9,MOHITIND
Textiles,44,14.71,10,144.57,0,7.87,-17.54,0,0,0,1-Jun-21,1.03,0,108.3,0,0.073869,0,0,0.03,0.84,15,6,8,8,12.19,-4.67,-2,1-Jun-21,8.35,-6.8,-81.44,-14.62,-99.9,-17.63,41,0,0,0,0,3.02,14.71,8,271.12,8.9,0,0,-84.6,-99.9,-192.2,MOHOTAIND
Mining & Mineral products,-49,237.33,10,2467.97,60,1038.07,242.9,13.7,9.6,0,1-Dec-20,267.7,0,114,8.49,1.482456,17.6,12.4,22.97,504.29,208,119,169,169,4016.77,51.38,-7,1-Dec-20,964.42,66.53,6.9,192.67,19.74,108.03,-72.23,4.38,38.64,0,0,90.7,237.33,169,1190.89,0,0,0,24.6,42.1,28.4,MOIL
"Diamond, Gems and Jewellery",3,10.73,2,25.23,0,336.76,5.66,1.1,1.1,0.2,1-Jun-21,66.88,0,6.7,16.06,5.223881,32,32.4,0,212.52,35,4,35,0,188.88,1.09,54,1-Jun-21,402.59,10.03,2.49,8.35,2.07,6.04,0,1.13,31.09,0,0,0.16,10.73,35,0.06,0,0,0,2.4,2.3,2,MOKSH
Engineering,-7,5.61,2,55.61,70,82.92,10,5.3,3.6,0,1-Jun-21,22.64,0,21.8,21.06,3.715596,22.7,15.4,9.12,24.94,108,32,81,81,226.01,3.26,59,1-Jun-21,91.06,14.81,16.27,20.44,23.93,10.02,17.49,4,20.15,0,0,5.13,5.61,81,38.73,2.41,0,0,17.2,22.8,24.3,MOLDTECH
Plastic products,28,14.08,5,247.6,140,478.93,47.96,24.7,17,0,1-Jun-21,133.73,0,93,19.24,5.258065,28.7,19.8,13.2,197.39,571,250,489,489,1396.83,12.08,698,1-Jun-21,391.57,71.8,18.34,101.19,18.49,32.56,97.85,20.79,23.52,0,0,20.19,14.08,489,257.17,11.55,0,0,19.7,17.8,18.9,MOLDTKPAC
Textiles,6,20.73,10,583.36,150,622.02,66.38,48.5,32,11.6,1-Jun-21,41.7,0,291.4,11.54,1.190803,10.9,7.2,7.1,61.23,389,155,347,347,720.34,-10.18,25,1-Jun-21,652.54,121.36,18.6,129.16,19.79,69.73,26,33.64,10.32,0,0,34.24,20.73,347,477.17,83.52,0,0,18.6,19.7,-20.7,MONTECARLO
Textiles,-137,25.43,7,-30.5,0,193.89,-61.66,-10.6,-17,0,1-Jun-21,57.02,0,-1.4,0,-12.142857,-1,-1.6,0.23,0.46,23,8,17,17,59.95,-19.34,-15,1-Jun-21,252.83,2.6,1.03,-45.41,-19.17,-52.11,-59.84,0,0,0,0,23.77,25.43,17,544.24,106.99,0,0,1.4,-26.2,4.4,MORARJEE
Pharmaceuticals,189,111.67,2,746.45,0,1188.06,97.09,2.3,1.7,0,1-Jun-21,386.73,0,15.4,10.24,3.571429,31.6,24.1,190.88,880.77,75,22,55,55,3076.38,30.47,57,1-Jun-21,1030.7,92.46,8.97,146.4,11.12,68.37,138.9,1.94,28.4,0,0,32.9,111.67,55,752.55,0,0,0,10,10.8,11.3,MOREPENLAB
Auto Ancillaries,-7,315.79,1,12244.8,150,57369.9,1082.92,12.7,3.4,0,1-Jun-21,16023.71,0,39.8,13.18,5.502513,63.9,17.3,643.65,10352.66,273,102,219,219,69016.65,289.92,136,1-Jun-21,53560.19,3329.91,6.22,6462.26,9.99,22.78,7686.83,6.91,31.63,0,0,2920.38,315.79,219,32493.6,5167.2,0,0,7.5,7.7,7.6,MOTHERSUMI
Finance,620,14.7,1,4417.5,1000,3626.41,1317.33,92.9,89.6,0,1-Jun-21,887.13,0,301.6,31.86,2.685676,9,8.7,400.17,3678.73,1188,539,810,810,11903.8,221.04,-8,1-Jun-21,2746.81,954.1,34.73,1599.94,42.8,447.18,343.05,88.38,9.16,0,0,42.24,14.7,810,689.97,2465.16,0,0,53.2,41.5,45.2,MOTILALOFS
Finance,46,19.36,5,32.88,0,2.11,-1.87,-0.2,-0.5,0,1-Jun-21,0.77,0,13.5,0,1.851852,-51.7,-164.1,0.3,6.32,30,14,25,25,97.79,-0.92,47,1-Jun-21,4.44,-6.88,-154.96,0.29,10.16,-4.86,78.19,0,0,0,0,1.24,19.36,25,56.35,0,0,0,-130.2,-27.9,-103.9,MOTOGENFIN
IT - Software,3,187.29,10,6339.66,650,9722.31,1216.81,77.9,65,0,1-Jun-21,2690.83,0,348.5,21.39,8.473458,45.5,37.9,1492.14,33782.72,3002,1083,2952,2953,55309.92,339.69,23,1-Jun-21,9346.51,1741.16,18.63,1956.75,19.33,1221.18,7.21,68.42,43.16,0,0,237.86,187.29,2953,3436.97,234.56,0,0,18.5,19.3,18.2,MPHASIS
Media - Print/Television/Radio,9,18.05,10,363.07,0,422.55,57.72,43.7,32,0,1-Jun-21,117.15,0,211.1,15.66,3.349124,22.1,16.2,6.07,133.46,805,341,705,707,1275.97,21.41,54,1-Jun-21,351.93,77.56,22.04,126.11,27.54,50.14,13.32,36.63,19.3,0,0,17.55,18.05,707,218.47,18.83,0,0,25.3,27.1,26.8,MPSLTD
Tyres,-9,4.24,10,13409.43,1500,16163.19,1279.84,5709,3018.5,0,1-Jun-21,4183.96,0,31636,9.97,2.603616,27.3,14.4,410.98,12960.7,98576,55360,82398,82368,34924.22,165.58,1130,1-Jun-21,14466.04,2404.41,16.62,3102.04,17.34,1344.72,22.91,3370.73,24.44,0,0,1074.81,4.24,82368,14078.56,1890.33,0,0,18.2,17.8,11.8,MRF
Refineries,83,1752.6,10,2495.44,0,32058.45,-560.35,3.4,-3.2,0,1-Jun-21,11245.21,0,24.2,-14.42,1.818182,-13.8,12.9,93.39,480.61,57,25,44,44,7632.57,-229.17,68,1-Jun-21,38411.7,-2528.84,-6.58,1047.01,2.69,-2746.33,98.2,0,0,0,0,1105.97,1752.6,44,25682.25,14531.85,0,0,2.2,0.7,2.5,MRPL
Steel,107,385.42,10,-109.58,0,1723.13,4.89,1.6,0.1,0,1-Jun-21,526.42,0,7.2,0.7,1.388889,78.9,6.4,2.92,11.2,13,6,10,10,384.26,8.56,154,1-Jun-21,1440.6,104.79,7.27,85.39,4.25,-26.84,137.19,0.61,16.34,0,0,53.78,385.42,10,1194.43,369.9,0,0,8.3,3.7,7.3,MSPL
Trading,16,70.4,10,487.55,44,780.47,112.96,18.7,16,0,1-Jun-21,263.66,0,79.3,17.01,3.417402,16.9,14.5,98.86,1217.72,400,138,271,271,1909.6,33.56,1312,1-Jun-21,790.09,103.9,13.15,207.77,22.05,64.6,129.08,21.21,12.79,0,0,18.43,70.4,271,158.58,143.62,0,0,-6.7,19.8,20.9,MSTCLTD
Education,-49,72.23,10,70.73,0,75.18,-30.23,-0.5,-4.2,0,1-Jun-21,19.35,0,19.8,0,0.40404,-1.9,-14.8,7.7,64.62,14,6,8,8,57.28,-0.71,63,1-Jun-21,136.43,-17.83,-13.07,9,12.64,-26.87,-34.39,0,0,0,0,38.2,72.23,8,279.3,-0.22,0,0,-17.1,11.2,16.2,MTEDUCARE
Telecomm-Service,33,630,10,-16674.5,0,1387.71,-2461.26,-24.9,-39.1,0,1-Jun-21,301.15,0,-254.7,0,-0.074598,-0.5,-0.8,36.88,227.28,24,8,19,19,1165.5,-688.69,-8,1-Jun-21,1512.16,-502.11,-33.2,-1649.69,-124.97,-2910.35,23.41,0,0,0,0,951.37,630,19,28717.06,12601,0,0,4,-112.8,-28.7,MTNL
Steel,-262,141.41,10,321.12,10,2725.99,-922.11,-60.4,-65.2,0,1-Jun-21,792.11,0,32.7,-162.74,4.311927,-2.2,-2.3,17.71,74.78,167,26,141,141,1995.24,76.74,162,1-Jun-21,2416.39,-56.62,-2.34,145.15,4.53,-356.4,99.06,0,0,0,0,76.83,141.41,141,1540.61,2065.61,0,0,-18.4,-3.2,4.8,MUKANDLTD
Entertainment,-45,11.29,5,-14.44,0,72.89,-12.68,2.9,-5.6,0,1-Jun-21,14.93,0,-1.4,0,-27.142857,-6.8,13.2,0.4,9.97,42,24,38,38,84.69,-2.74,-51589,1-Jun-21,115.52,1.2,1.04,5.75,8.26,-14.1,-47.86,0,0,0,0,19.38,11.29,38,321.58,7,0,0,9.4,10.9,9.5,MUKTAARTS
Auto Ancillaries,387,20,2,290.53,0,2134.38,20.97,6,2.1,0,1-Jun-21,435.94,0,31.1,6.82,1.864952,27.7,9.7,23.52,79.82,73,48,58,58,584,4.54,140,1-Jun-21,1481.21,40.2,2.71,90.93,3.86,-6.03,405.7,3.65,16,0,0,40.17,20,58,408.88,0,0,0,3.9,3.4,4.2,MUNJALAU
Auto Ancillaries,-17,8,2,633.4,225,1085.37,22.43,9.7,5.6,0,1-Jun-21,196.58,0,160.4,3.52,0.866584,24.9,14.4,17.32,159.32,176,114,140,139,556.73,-2.23,71,1-Jun-21,1191.59,34.73,2.91,51.18,4.3,27.87,649,6.97,19.95,0,0,15.69,8,139,233.72,0,0,0,2.2,4,-2.6,MUNJALSHOW
Ceramic Products,0,52.33,10,278.38,0,80.49,-11.87,0,0,0,1-Jun-21,17.12,0,63.2,0.52,0.411392,0,0,2.24,13.53,33,14,26,26,134.75,-1.48,87,1-Jun-21,88.77,17.98,20.25,3.93,4.43,-2.23,78,0,0,0,0,10.23,52.33,26,341.5,4.25,0,0,11.1,-7.1,20.4,MURUDCERA
Finance,-15,16.45,10,543.12,0,505.04,51.46,32.1,31.3,0,1-Jun-21,97.88,0,340.2,12.67,1.184597,12.9,12.6,4.24,133.16,512,351,404,403,663.16,-15.04,0,1-Jun-21,471.71,207.98,44.09,33.3,7.06,23.51,-61,14.29,28.2,0,0,1.22,16.45,403,6.17,123.47,0,98.21,51.1,14,20.9,MUTHOOTCAP
Finance,21,401.2,10,15326.13,200,11530.79,3807.01,96.6,94.9,0,1-Jun-21,2955.83,0,392,27.87,3.844388,15.9,15.6,293.32,9379.17,1639,1000,1507,1507,60474.79,977.88,15,1-Jun-21,10644.44,8399.03,78.91,5358.38,45.1,3461.83,14.36,97.93,15.39,0,0,63.06,401.2,1507,543.52,5482.76,0,0,80.4,45.1,81.3,MUTHOOTFIN
Agro Chemicals,341,19.62,1,379.61,10,1014.89,16.94,2.1,0.8,0,1-Dec-20,264.75,0,20.3,5.22,1.871921,45.1,18.4,5.09,56.66,51,17,38,38,746.61,9.2,144,1-Dec-20,1111.5,93.26,8.39,84.02,7.39,32.95,1081.59,1.96,19.41,0,0,24.94,19.62,38,504.72,21.26,0,0,6.8,4.7,9.8,NACLIND
Fertilizers,-3,59.81,1,-544.14,0,1574.91,-474.51,-6.6,-7.9,0,1-Jun-21,644.19,0,-8.1,0,-1.358025,-1.4,-1.7,9.65,59.62,21,4,11,11,657.87,-141.1,-65,1-Jun-21,1619.47,-220.46,-13.61,-714.55,-40.72,-415.61,-23.02,0,0,0,0,82.09,59.81,11,2793.36,35.38,0,0,-15.7,-36.2,-20.3,NAGAFERT
Finance,0,6.31,5,15.75,0,4.84,0.17,0.2,0.1,0.2,1-Jun-21,1.92,0,17.5,0,0.457143,0,0,0,0,9,5,8,7,9.78,0.15,25,1-Jun-21,4.59,5.76,99.9,0.25,5.45,0.21,0,0.17,0,0,0,0.04,6.31,8,1.39,89.22,0,0,99.9,5,69.8,NAGREEKCAP
Textiles,0,6.25,5,94.54,0,382.42,-8.33,0,0,0,1-Jun-21,145.32,0,80.6,0.63,0.409429,0,0,1.89,4.89,53,13,32,33,41.13,1.88,0,1-Jun-21,449.9,16.85,3.75,3.65,0.81,1.84,0,1.47,22.42,0,0,7.26,6.25,33,239.87,19.21,0,0,1.9,-1.7,4.8,NAGREEKEXP
Finance,1550,8.37,5,1035.04,30,21.86,60.97,36.9,36.4,0,1-Jun-21,4.62,0,623.3,0.41,0.425156,7.3,7.2,6.66,22.04,425,53,268,265,443.11,58.32,6078,1-Jun-21,15.59,1.16,7.45,139.35,685.83,6.48,4880.03,70.7,3.74,0,0,0.79,8.37,265,42.61,0,0,0,74.9,386.7,47.1,NAHARCAP
Textiles,69,39.84,10,702.73,0,1396.89,-8.78,12.3,-2.2,0,1-Jun-21,415.16,0,186.4,-3.89,0.595494,-50.4,9.1,3.97,31.5,148,23,110,111,441.63,34.8,204,1-Jun-21,1306.89,53.08,4.06,118.14,7.18,-53.45,218.41,14.9,7.44,0,0,65.57,39.84,111,1995.57,18.52,0,0,6.7,3.2,15.1,NAHARINDUS
